score,title,date,text
6/10,Fantastic production but why did they go trying to make it all introspective,08 2023,Warning: Spoilers
10/10,I just love it.,08 2023,"This movie really is what I needed. The casting is perfect, Ryan Gosling as Ken nobody would've think it would be that good. I really had a fun time with a lot of laughs, yes there is a serious undertone in this movie about the diffference between women&men but it's given also in a fun way. America Ferrera is giving a bombing acting like she always does! Margot Robbie is just wauw, she is made for this role, i'm so glad she got the role and not Amy Schumer as previously requested. I would die to see the movie again for the first time, for now I will just wait for it to come on streaming and will stream it again! We are Kenough."
6/10,So self-congratulatory,08 2023,"It's taken me a couple of days to ponder over what I really thought of this movie. That's a plus, in that it really made me think. However the more I think about it, the more turned off I am by the whole thing."
8/10,Greta Gerwig Masterpiece,07 2023,"A fun and clever enough comedy and twist on the world's most famous doll with wonderful production values, a charming Margot Robbie and an absolute hilarious Ryan Gosling."
10/10,Seriously campy fun!,07 2023,"I must admit, growing up I've had complicated feelings toward Barbie. In the beginning she was fun (my favorite was one of the mermaid Barbies), but growing up I distanced myself from the pink toy. It was no surprise I wasn't excited about the movie until I heard Greta was involved."
7/10,"It is, indeed, a Barbie world",07 2023,"Granted, my experience of Barbie may have been influenced by the fact that I saw it an hour after getting out of Oppenheimer, but I gotta say: I thoroughly enjoyed watching this one in a crowded theater on opening weekend. The degree of difficulty here cannot be overstated. Just making a decent movie about Barbie is tough. Making one that is hilarious and insightful and at points actually touching? That should be impossible, but Gerwig nails it in many ways. Not everything worked for me, but not everything works for me in any comedy. Overall, they told a story about a toy which I have no attachment to (and at points would have described as problematic), and totally sucked me in. And based on the theater's reaction around me, I wasn't alone."
5/10,Barbie Drama,08 2023,"The first 30 minutes of ""Barbie"" had me intrigued and entertained. With its colorful world and charming characters,The beginning was fun, light-hearted, and had that nostalgic touch that brought back fond memories."
8/10,"Drop the kids at Oppenheimer the adults can see a real, philosophical masterpiece",07 2023,"I'm not someone who often watches comedies, so they don't make me laugh much, but if they all became as funny as Barbie, I might give it another go."
6/10,Not as good as I hoped,08 2023,Warning: Spoilers
5/10,I went in with low expectations...,09 2023,"What would make a grown man watch 'Barbie'? I've been asking myself this since I heard about the release of this live-action Barbie film. Isn't this just for girls who idolize Barbie dolls, or women who have fond memories of playing with Barbie dolls? You have to immerse yourself in a girl's world to fully understand the film."
9/10,You Ken Do It!,08 2023,Funny this was teamed with Oppenheimer because this was anything but a bomb.
7/10,Definitely enjoyable,08 2023,Warning: Spoilers
10/10,Flabbergasting,07 2023,"When I went to watch this movie, I went to watch it as the amazing combo, Barbinheimer (Barbie and Oppenheimer). I tried my best to avoid spoilers for both of these movies, and let me just say, going into this movie blind made this a phenomenal experience. The way Stereotypical Barbie changes is a pleasant surprise. And the way this movie deals with problems in modern society upfront and, while admittedly toned down a bit, they're all still there. The plot of this movie makes it a fantastic watch, and I was delighted by not only how the jokes were seamlessly thrown in, but the jokes themselves. This movie wasn't only just Kenough. This was so much more than being just Kenough for the children and adults in the audience. The movie's so self-aware, but it isn't the usual type, this is a type of self-awareness that can lead you to view the world differently. The problems Barbie struggles with aren't unreasonable, they're relatable at heart and spread a good message. This movie is wonderful and I highly recommend it."
7/10,"Good, clean summer fun",08 2023,"Really didn't know what to make of ""Barbie"", given the marketing, so it was never really on my radar. But eventually, my kid goes on about it at length and the cultural fervor starts getting the the ol' curiosity piqued. So, here we are ..."
9/10,The resurrection of the Barbie franchise and a philosophical existential and social reflection,08 2023,"Barbie's first live action movie revives the name of the toy franchise created by Mattel that after many years seemed to be forgotten along with other titles like Max Steel. This film manages to revive this franchise by presenting us with a magical world made up of many of the versions of Barbie and Ken that have been made throughout history. Barbieland recreates many of the elements and characteristics of the toys that marked the childhood of many girls. The movie is quite colorful, cartoony and wacky, with a rather childish goofiness and cartoonish humor that can if it can make some people cringe. She has all the femininity that has always characterized the Barbie franchise and becomes feminine enough to respect the vision of the franchise, while adapting to current times. Margot Robbie is very charismatic in her role as Barbie and Ryan Gosling manages to play a very nice Ken."
